lead_id,marketplace_id,marketplace_car_id,used_dealer_company_id,dealer_id,car_brand,car_model,car_variant,car_engine,car_year,car_transmission,reserveprice
942933,141287,297006,5446,5554,toyota,voxy,no variant,2,2018,Auto,300000000
936716,141272,293904,5372,5480,daihatsu,sirion,m804rs,1.3,2018,Auto,113000000
926055,141251,289578,4797,4905,mercedes-benz,c,200 cgi (ckd),1.8,2014,Auto,300000000
945854,141287,297090,4964,5072,toyota,dyna,110 st,4,2012,Manual,80500000
944783,141288,297326,4797,4905,toyota,kijang innova,v,2,2015,Manual,189000000
925604,141256,290639,3660,3768,mercedes-benz,c,200 cgi (ckd),1.8,2001,Auto,40000000
948478,141296,298593,4343,4451,mercedes-benz,slk,250 amg,1.8,2012,Auto,500000000
936380,141267,292950,1580,1629,suzuki,apv,luxury,1.5,2017,Manual,75000000
924913,141261,291991,4591,4699,mazda,2,s,1.5,2012,Auto,90000000
945649,141294,298386,4637,4745,suzuki,ignis,gx,1.2,2017,Auto,80000000
943858,141288,297268,4385,4493,honda,br-v,prestige,1.5,2016,Manual,125000000
929363,141254,290181,4277,4385,honda,jazz,rs,1.5,2019,Auto,290000000
822696,141265,292666,5107,5215,honda,city,e,1.5,2013,Manual,130000000
950051,141299,299395,1718,1767,honda,jazz,rs,1.5,2007,Auto,50000000
942681,141285,296543,4177,4285,nissan,grand livina,sv,1.5,2016,Auto,90000000
934561,141267,292963,4471,4579,suzuki,ignis,gl,1.2,2015,Auto,90000000
927497,141251,289574,5628,5736,nissan,march,l,1.2,2017,Auto,75000000
949450,141298,299210,2294,2347,honda,brio,rs,1.2,2019,Auto,149000000
933201,141260,291604,615,612,suzuki,xl7,beta,1.5,2019,Auto,370000000
949019,141298,299141,3554,3662,toyota,vios,g,1.5,2007,Manual,50000000
945599,141301,299795,3738,3846,nissan,juke,rx,1.5,2011,Auto,85000000
945554,141289,297696,5336,5444,daihatsu,terios,tx,1.5,2013,Manual,100000000
934386,141263,292499,4786,4894,daihatsu,xenia,x,1.3,2012,Manual,60000000
946203,141296,298639,4153,4261,toyota,alphard,s,2.4,2012,Auto,240000000
933113,141261,291871,3160,3252,mazda,biante,skyactiv,2,2014,Auto,135000000
588178,141253,289854,3774,3882,honda,cr-v,2wd,2.4,2012,Auto,150000000
937965,141275,294654,5367,5475,toyota,rush,g,1.5,2005,Auto,50000000
929030,141253,289929,4797,4905,honda,br-v,prestige,1.5,2017,Auto,175000000
944378,141285,296724,4532,4640,toyota,nav1,v,2,2014,Auto,130000000
945569,141289,297561,2144,2193,ford,fiesta,s,1.5,2011,Manual,70000000
920893,141254,290205,4294,4402,nissan,juke,rx,1.5,2011,Auto,95000000
934267,141275,294543,1580,1629,mazda,cx-5,touring,2.5,2014,Auto,170000000
947547,141294,298539,4146,4254,honda,jazz,rs,1.5,2009,Auto,100000000
930327,141276,294815,5628,5736,suzuki,swift,st,1.5,2013,Auto,70000000
938471,141282,295914,1101,1149,toyota,alphard,sc,2.5,2016,Auto,700000000
942379,141283,296314,4697,4805,toyota,rush,s trd sportivo,1.5,2016,Auto,100000000
948903,141298,299284,4364,4472,honda,mobilio,e,1.5,2014,Auto,109500000
925782,141250,289256,5107,5215,mitsubishi,pajero,d exceed,2.5,2016,Auto,349500000
949964,141301,299870,4997,5105,toyota,vellfire,z,2.4,2011,Auto,200000000
940528,141277,295144,4620,4728,nissan,livina,x-gear,1.5,2012,Manual,55000000
943532,141292,298284,2625,2698,nissan,grand livina,sv,1.5,2014,Auto,112000000
940553,141276,294919,4131,4239,nissan,grand livina,xv,1.5,2009,Auto,55000000
943576,141289,297657,3538,3638,toyota,fortuner,vrz trd,2.4,2018,Auto,325000000
923911,141254,290247,4548,4656,honda,jazz,rs,1.5,2019,Auto,135500000
934304,141267,292841,4251,4359,honda,cr-v,turbo,1.5,2017,Auto,285000000
924790,141264,292488,4279,4387,subaru,xv,i (awd),2,2013,Auto,90000000
945575,141288,297370,5163,5271,nissan,serena,highway star,2,2010,Auto,65000000
933419,141263,292328,5174,5282,toyota,calya,g,1.2,2018,Auto,85000000
945420,141277,295119,4251,4359,toyota,calya,g,1.2,2016,Manual,88000000
940754,141301,299760,4320,4428,mazda,2,r,1.5,2010,Auto,71000000
927100,141263,292332,3362,3456,bmw,x1,sdrive18i,1.5,2020,Auto,500000000
941212,141281,295600,4579,4687,daihatsu,sigra,r std,1.2,2017,Auto,75000000
934975,141275,294561,1221,1270,honda,freed,e,1.5,2008,Auto,80000000
936716,141285,296577,4699,4807,mitsubishi,outlander sport,px,2,2012,Auto,130000000
929211,141256,290632,4591,4699,mitsubishi,pajero sport,dakar,2.5,2013,Auto,239500000
934429,141263,292327,1473,1522,mitsubishi,outlander sport,px,2,2014,Auto,135000000
882267,141287,297097,3844,3952,honda,brio,rs,1.2,2017,Auto,140000000
939990,141275,294554,4226,4334,honda,mobilio,e,1.5,2017,Auto,125000000
948615,141296,298747,5638,5728,daihatsu,sigra,m,1,2019,Manual,110000000
926918,141248,288840,5278,5384,honda,brio,e,1.2,2016,Auto,80000000
945693,141288,297370,4568,5106,nissan,grand livina,xv,1.5,2014,Auto,150000000
946203,141296,298639,4150,4258,toyota,alphard,s,2.4,2012,Auto,240000000
932535,141270,293474,3055,3138,mazda,2,r,1.5,2013,Auto,90000000
945636,141289,297588,4343,4451,toyota,rush,s,1.5,2021,Auto,230000000
935677,141279,295552,4279,4387,wuling,confero,s l,1.5,2019,Manual,105000000
932382,141267,292844,4251,4359,nissan,march,xs,1.2,2017,Manual,85000000
945858,141287,296980,5412,5520,wuling,cortez,l lux,1.8,2018,Auto,65000000
943220,141283,296157,5461,5568,mitsubishi,outlander sport,px,2,2014,Auto,159000000
941012,141278,295235,4351,4459,chevrolet,trax,turbo premier,1.4,2018,Auto,170000000
935160,141265,292684,3590,3698,chevrolet,trax,turbo ltz,1.4,2017,Auto,150000000
945812,141289,297636,4972,5080,toyota,fortuner,g trd,2.5,2013,Auto,185000000
939850,141278,295216,5367,5475,honda,mobilio,e,1.5,2015,Manual,103000000
945606,141291,298105,4618,4726,nissan,march,no variant,1.2,2013,Manual,49500000
927826,141255,290327,5081,5189,nissan,march,no variant,1.2,2014,Auto,95000000
930262,141270,293601,1240,1289,daihatsu,ayla,x elegant,1,2016,Manual,50000000
940693,141279,295437,4471,4579,toyota,avanza,g,1.3,2006,Manual,50000000
937188,141273,294294,684,693,toyota,kijang innova,v,2.5,2011,Auto,145000000
932244,141259,291476,3738,3846,toyota,vellfire,z,2.4,2011,Auto,200000000
944490,141285,296767,5328,5436,mercedes-benz,e,280,3,1996,Manual,10000000
943231,141299,299487,5263,5371,bmw,x1,sdrive18i,1.5,2017,Auto,400000000
930389,141269,293235,2827,2906,mitsubishi,pajero sport,dakar 4x2,2.4,2021,Auto,525000000
942685,141281,295765,1580,1629,toyota,camry,v,2.4,2008,Auto,65000000
930859,141269,293252,4276,4384,toyota,avanza,g,1.3,2006,Manual,70000000
925578,141248,288930,4296,4404,toyota,nav1,v-limited,2,2016,Auto,195000000
942674,141289,297643,4277,4385,toyota,alphard,g-h30,2.5,2016,Auto,700000000
943231,141299,299497,5279,5387,bmw,x1,sdrive18i,1.5,2017,Auto,400000000
931091,141257,290881,2625,2698,toyota,innova,v diesel,2.5,2017,Auto,224500000
941075,141288,295626,4699,4807,datsun,go+ panca,t,1.2,2015,Manual,60000000
946024,141299,299330,4344,4452,toyota,avanza,g,1.3,2013,Manual,85000000
926429,141272,295230,5033,5141,daihatsu,xenia,r sporty,1.3,2016,Manual,90000000
935297,141271,293707,5281,5389,toyota,alphard,g,2.4,2015,Auto,620000000
936442,141277,295114,5145,5253,honda,cr-v,turbo prestige,1.5,2019,Auto,430000000
931212,141258,291003,5342,5450,honda,hr-v,e,1.5,2017,Auto,203000000
942015,141278,295433,5215,5323,toyota,kijang innova,g,2.4,2019,Auto,280000000
943655,141289,297525,5288,5396,toyota,kijang innova,v diesel,2.4,2016,Auto,310000000
917804,141251,291030,5142,5250,nissan,juke,rx,1.5,2012,Auto,103000000
934356,141274,291736,2206,2259,mercedes-benz,e,300,2,2017,Auto,650000000
925578,141248,288930,3699,3807,toyota,avanza,g,1.3,2016,Auto,130000000
926910,141247,288638,2750,2825,honda,mobilio,s,1.5,2015,Auto,110000000
932526,141260,291608,5018,5126,honda,brio,rs,1.2,2018,Auto,140000000
934845,141277,295115,4320,4428,toyota,agya,g trd,1.2,2019,Auto,89500000
946373,141291,298085,1658,1707,toyota,vellfire,z,2.4,2013,Auto,360000000
940013,141277,295047,4837,4945,toyota,calya,g,1.2,2018,Auto,102500000
945858,141287,297080,4395,4503,toyota,yaris,s ltd,1.5,2012,Manual,78000000
943351,141286,296770,1865,1914,mitsubishi,xpander,cross premium,1.5,2017,Auto,180000000
942173,141281,295678,5281,5389,toyota,kijang innova,g,2,2017,Manual,230000000
946661,141301,299902,3538,3638,volkswagen,tiguan,tsi,1.4,2019,Auto,410000000
943043,141283,296194,4339,4447,toyota,agya,g trd,1,2016,Manual,90000000
930136,141258,291242,5006,5114,daihatsu,ayla,m,1,2016,Manual,70000000
935029,141265,292683,4320,4428,wuling,confero,s l,1.5,2018,Manual,80000000
936876,141271,293681,4608,4716,honda,cr-v,2wd ckd,2.4,2010,Auto,90000000
938120,141274,294532,5442,5550,mitsubishi,outlander sport,px,2,2015,Auto,160000000
926671,141260,291663,615,612,bmw,3,20i (ckd),2,2020,Auto,700000000
942090,141281,295842,4519,4627,toyota,avanza,veloz,1.5,2019,Auto,160000000
940546,141277,295131,4550,4658,honda,cr-v,2wd,2.4,2008,Auto,60000000
926387,141278,295221,5454,5562,toyota,avanza,e,1.3,2013,Manual,100000000
946103,141294,298489,4276,4384,toyota,camry,v,2.4,2009,Auto,100000000
933742,141262,292130,4797,4905,mitsubishi,pajero sport,dakar ultimate 4x2,2.4,2019,Auto,450000000
934925,141265,292698,1034,1060,toyota,kijang innova,g,2,2013,Manual,100000000
934704,141278,295319,5268,5375,toyota,voxy,no variant,2,2020,Auto,400000000
941091,141285,296577,2144,2193,toyota,vellfire,no variant,2.4,2010,Auto,215000000
930290,141265,292683,4320,4428,toyota,rush,s trd sportivo,1.5,2018,Auto,185000000
930092,141257,290858,5609,5715,toyota,altis,g,1.8,2018,Auto,265000000
943342,141286,296789,4919,5027,isuzu,mu-7,tfr85hg,3,2010,Auto,99500000
943421,141294,298420,4837,4945,toyota,rush,trd sportivo,1.5,2015,Auto,148000000
943421,141289,296251,4312,4420,toyota,yaris,trd sportivo,1.5,2015,Auto,148000000
932455,141260,291686,4556,4664,honda,brio,satya e,1.2,2017,Auto,95000000
939850,141278,295216,4471,4579,toyota,kijang innova,g,2,2007,Manual,80000000
92729,141258,291051,2624,2697,daihatsu,xenia,r,1.3,2010,Manual,60000000
950867,141300,299654,5628,5736,nissan,grand livina,sv,1.5,2012,Auto,49500000
942131,141281,295849,5148,5256,chevrolet,trailblazer,ls,2.8,2012,Auto,110000000
945044,141287,297209,4279,4387,toyota,fortuner,g trd,2.5,2010,Auto,150000000
941110,141284,296491,2732,2806,toyota,voxy,no variant,2,2019,Auto,400000000
932546,141282,296017,5244,5352,toyota,avanza,g,1.3,2015,Manual,88500000
943231,141285,296735,1101,1149,toyota,voxy,no variant,2,2017,Auto,320000000
926589,141278,295206,2294,2347,mercedes-benz,e,300 (ckd),3,2012,Auto,250000000
931098,141258,291090,3538,3638,chevrolet,trax,turbo ltz,1.4,2018,Auto,268000000
946928,141296,298773,3844,3952,mercedes-benz,gle,400 4matic (ckd),3,2016,Auto,700000000
933458,141261,291881,683,692,toyota,kijang innova,q-n140,2.4,2018,Auto,270000000
943362,141282,295917,3362,3456,toyota,kijang innova,reborn v,2.4,2019,Auto,185500000
924745,141249,289133,1735,1784,mercedes-benz,slk,250 amg,1.8,2012,Auto,250000000
947249,141298,299225,4709,4817,toyota,limo,no variant,1.5,2011,Manual,40000000
936977,141281,295658,5628,5736,toyota,avanza,g,1.3,2013,Manual,103000000
942015,141289,297724,2560,2632,toyota,kijang innova,g,2.4,2019,Auto,280000000
944118,141285,296700,4710,4818,toyota,avanza,g,1.3,2013,Manual,99000000
943882,141298,299114,4279,4387,toyota,kijang innova,v,2,2015,Manual,189000000
931454,141261,292013,1580,1629,toyota,hilux,double cabin g 4x4,2.5,2011,Manual,110000000
933201,141260,291605,1101,1149,toyota,c-hr,single tone,1.8,2019,Auto,370000000
947814,141294,298520,5412,5651,toyota,avanza,g,1.3,2015,Manual,89000000
940010,141277,295009,4319,4257,honda,mobilio,e prestige,1.5,2017,Auto,120000000
947563,141294,298400,5628,5736,toyota,kijang innova,g,2.4,2018,Auto,310000000
929110,141257,290938,1580,1629,volkswagen,tiguan,tsi,1.4,2020,Auto,399000000
938358,141278,295175,5098,5206,chevrolet,trailblazer,ltz,2.5,2017,Auto,210000000
944783,141288,297456,3738,3846,toyota,kijang innova,g-n140,2,2015,Manual,189000000
940885,141277,295095,5350,5458,mazda,2,v,1.5,2013,Auto,50000000
933576,141261,291799,1735,1784,honda,freed,e,1.5,2011,Auto,110000000
934925,141265,292698,4692,4800,ford,ranger,xls,2.2,2013,Manual,100000000
941134,141279,295539,4709,4817,nissan,livina,el,1.5,2020,Auto,210000000
947701,141297,298886,4471,4579,bmw,3,20i e90 (ckd),2,2010,Auto,99000000
943421,141289,297636,660,664,toyota,yaris,trd sportivo,1.5,2015,Auto,148000000
926557,141247,288661,4548,4656,toyota,avanza,veloz,1.5,2014,Manual,92000000
943342,141286,296789,1034,1060,isuzu,mu-7,tfr85hg,3,2010,Auto,99500000
931454,141261,292013,1580,1629,toyota,hilux,double cabin g 4x4,2.5,2011,Manual,110000000
927984,141250,289424,5167,5275,ford,fiesta,sport,1.6,2011,Auto,50000000
810802,141297,298858,5367,5475,mazda,2,s,1.5,2012,Auto,85000000
942475,141290,297815,5367,5475,suzuki,ertiga,gx,1.4,2016,Manual,115000000
938753,141273,294252,5262,5370,honda,mobilio,e,1.5,2018,Auto,170000000
927269,141249,289153,2772,2846,honda,hr-v,s,1.5,2016,Auto,100000000
943858,141288,297268,5628,5736,daihatsu,terios,r,1.5,2016,Manual,125000000
932273,141262,292053,3788,3896,toyota,alphard,g,2.5,2019,Auto,300000000
926387,141278,295171,4471,4579,honda,mobilio,s,1.5,2014,Manual,100000000
947221,141291,298091,4463,4571,mazda,cx-3,sport,1.5,2021,Auto,385000000
929090,141258,291027,3887,3995,mazda,cx-3,sport,1.5,2021,Auto,250000000
944579,141285,296535,2459,2517,mitsubishi,xpander,sport,1.5,2019,Auto,200000000
947550,141296,298521,4399,4505,honda,hr-v,prestige,1.8,2015,Auto,190000000
941747,141296,298587,4296,4404,suzuki,sx4,s-cross,1.5,2016,Auto,1500000
931596,141262,292119,4519,4627,honda,jazz,rs,1.5,2012,Auto,125000000
935297,141271,293707,4312,4420,toyota,alphard,g,2.4,2015,Auto,620000000
929090,141258,291027,4795,4903,mazda,cx-3,gt,1.5,2021,Auto,250000000
933419,141263,292328,1398,1447,toyota,calya,e,1.2,2018,Auto,85000000
934845,141277,295115,5215,5323,toyota,agya,g,1.2,2019,Auto,89500000
948478,141296,298593,4251,4359,mercedes-benz,e,300 (ckd),3,2012,Auto,500000000
947473,141301,299771,3783,3891,toyota,calya,g,1.2,2018,Auto,85000000
942368,141282,296011,5278,5386,honda,hr-v,a,1.5,2015,Auto,165000000
943318,141285,296694,4605,4713,hyundai,i20,gl,1.4,2017,Auto,99000000
937041,141272,294081,5441,5549,toyota,nav1,v,2,2013,Auto,100000000
918167,141300,299692,5511,5619,honda,accord,vti-l,2.4,2012,Auto,95000000
933903,141263,292449,4276,4384,nissan,grand livina,xv,1.5,2012,Auto,68000000
928368,141253,289841,5033,5141,honda,brio,satya e,1.2,2018,Auto,99000000
929554,141253,289831,3788,3896,honda,cr-v,turbo prestige,1.5,2021,Auto,550000000
943518,141285,296642,5551,5659,toyota,calya,g,1.2,2017,Auto,85000000
940548,141277,295146,4797,4905,chevrolet,spin,ltz,1.5,2013,Manual,65000000
938983,141276,294944,4279,4387,daihatsu,xenia,r dlx,1.3,2017,Manual,105000000
822696,141265,292666,4471,4579,honda,civic,no variant,1.8,2013,Manual,130000000
940821,141294,298398,5628,5736,suzuki,ertiga,dreza,1.4,2017,Auto,135000000
931306,141259,291284,1209,1258,mitsubishi,outlander sport,px,2,2013,Auto,145000000
945712,141299,299396,5342,5450,chevrolet,trax,turbo ltz,1.4,2017,Auto,150000000
933114,141261,291963,3618,3726,suzuki,ertiga,gl,1.5,2018,Auto,148000000
933760,141281,295860,5170,5281,toyota,avanza,g,1.3,2009,Manual,70000000
934830,141268,293223,1580,1629,toyota,fortuner,vrz trd,2.4,2018,Auto,378500000
938526,141273,294147,1034,1060,mitsubishi,triton,d-gear,2.5,2017,Manual,175000000
930728,141256,290604,1101,1149,toyota,voxy,no variant,2,2020,Auto,350000000
936751,141278,295298,4279,4387,toyota,raize,gr sport,1,2010,Auto,71000000
943421,141299,299158,4351,4459,toyota,rush,trd sportivo,1.5,2015,Auto,148000000
930094,141301,299816,3160,3252,chevrolet,captiva,no variant,2,2015,Auto,140000000
931889,141258,291063,4279,4387,toyota,kijang innova,reborn v,2.4,2018,Auto,210000000
942170,141282,296040,2625,2698,toyota,limo,no variant,1.5,2015,Manual,69000000
942091,141288,297362,4461,4569,toyota,kijang innova,g,2.5,2012,Auto,158000000
924745,141249,289133,4461,4569,mercedes-benz,e,300 (ckd),3,2012,Auto,250000000
937754,141272,293944,1034,1060,bmw,x3,xdrive20i (ckd),2,2012,Auto,145000000
929535,141265,292684,5074,5182,toyota,kijang innova,reborn venturer diesel,2.4,2018,Auto,240000000
824597,141297,299087,431,417,toyota,kijang super,kf 40 short,1.5,2013,Manual,105000000
931098,141258,291090,4319,4427,toyota,kijang innova,g,2.4,2018,Auto,268000000
924745,141249,289133,5222,5330,mercedes-benz,slk,250 amg,1.8,2012,Auto,250000000
945601,141292,298366,4461,4569,toyota,kijang innova,g-n140,2,2016,Auto,189000000
931454,141261,292013,4248,4356,toyota,hilux,double cabin g 4x4,2.5,2011,Manual,110000000
944895,141289,297534,4533,4641,honda,freed,s,1.5,2012,Auto,95000000
946379,141290,297890,1580,1629,honda,jazz,rs,1.5,2019,Auto,240000000
938044,141277,295151,1865,1914,suzuki,apv,gl arena,1.5,2020,Manual,130000000
947550,141296,298781,4312,4420,honda,hr-v,prestige,1.8,2015,Auto,190000000
932234,141255,290289,4279,4387,honda,mobilio,e,1.5,2016,Manual,114500000
935196,141267,292871,4336,4444,mazda,2,v,1.5,2006,Auto,50000000
942379,141283,296314,5628,5736,toyota,rush,g,1.5,2016,Auto,100000000
937227,141271,293783,4461,4569,honda,hr-v,e plus,1.5,2019,Auto,180000000
942643,141283,296132,3590,3698,toyota,rush,g,1.5,2014,Manual,110000000
939859,141276,294922,4888,4996,toyota,rush,s,1.5,2012,Auto,75000000
949139,141300,299618,4532,4640,nissan,grand livina,sv,1.8,2010,Auto,40000000
936379,141267,292847,4608,4716,mitsubishi,xpander,ultimate,1.5,2019,Manual,200000000
927269,141249,289198,4548,4656,honda,hr-v,e plus,1.5,2016,Auto,100000000
946289,141282,295902,4620,4728,honda,jazz,e,1.5,2013,Auto,100000000
937556,141275,292542,3590,3698,honda,cr-v,2wd,2.4,2011,Auto,120000000
943532,141292,298284,4519,4627,suzuki,ertiga,gx,1.4,2014,Auto,119000000
931960,141259,291542,4279,4387,toyota,avanza,e,1.3,2018,Auto,125000000
940885,141279,295563,4766,4874,mazda,2,r,1.5,2013,Auto,50000000
940528,141277,295143,4596,4704,kia,rio,se,1.4,2012,Manual,55000000
945615,141289,297608,2144,2193,toyota,alphard,s,2.4,2012,Auto,275000000
932089,141259,291294,2624,2697,wuling,confero,s act lux,1.5,2019,Manual,70000000
887540,141298,299106,4468,4576,toyota,rush,s trd sportivo,1.5,2020,Auto,200000000
939350,141282,295946,3855,3963,honda,brio,satya e,1.2,2019,Auto,107000000
927600,141259,291390,5350,5458,toyota,avanza,g,1.3,2018,Auto,113000000
922710,141251,289521,1865,1914,daihatsu,terios,tx,1.5,2012,Auto,103000000
929952,141247,288556,1580,1629,toyota,rush,s trd sportivo,1.5,2018,Auto,190000000
942379,141283,296314,1068,1095,toyota,rush,trd sportivo,1.5,2016,Auto,100000000
944900,141286,296810,4508,4616,toyota,rush,s trd sportivo,1.5,2018,Auto,190000000
940819,141279,295553,5222,5330,toyota,avanza,g,1.3,2018,Auto,190000000
945615,141289,297608,5000,5108,nissan,livina,el,1.5,2019,Auto,360000000
947564,141292,298250,4797,4905,toyota,alphard,s,2.4,2012,Auto,275000000
930816,141285,296548,1262,1711,hyundai,h-1,xg,2.4,2012,Manual,87500000
938690,141272,294104,4247,4355,toyota,voxy,no variant,2,2020,Auto,385000000
945628,141292,298364,4296,4404,toyota,corolla cross,hybrid,1.8,2020,Auto,350000000
928354,141250,289303,1735,1784,toyota,alphard,no variant,3.5,2012,Manual,200000000
932479,141261,291953,3869,3977,honda,hr-v,e,1.5,2017,Auto,200000000
942379,141283,299814,5628,5736,suzuki,ertiga,gl,1.4,2016,Auto,100000000
947458,141292,298231,5029,5137,honda,cr-v,2wd,2.4,2011,Auto,120000000
938525,141283,296296,431,417,honda,brio,rs,1.2,2020,Auto,149500000
923911,141254,290247,4296,4404,honda,jazz,rs,1.5,2019,Auto,135500000
933760,141281,295860,4673,4781,toyota,avanza,g,1.3,2001,Manual,50000000
403789,141264,293671,4919,5027,daihatsu,xenia,r sporty,1.3,2012,Manual,70000000
931417,141296,298807,5239,5347,toyota,fortuner,g trd,2.5,2014,Auto,140000000
927570,141247,288669,4457,4565,mazda,2,gt skyactiv,1.5,2020,Auto,435000000
926486,141267,292870,1865,1914,daihatsu,xenia,li,1,2012,Manual,60000000
935296,141273,294350,4351,4459,daihatsu,xenia,x,1.3,2011,Manual,80000000
940684,141287,297164,4290,4625,daihatsu,sigra,x,1.2,2019,Manual,50000000
928579,141251,289568,4797,4905,honda,brio,satya e,1.2,2016,Auto,90000000
937682,141273,294241,3660,3768,toyota,rush,s trd sportivo,1.5,2020,Auto,200000000
943518,141285,296662,4259,4367,honda,brio,satya e,1.2,2017,Auto,85000000
947708,141299,299367,4251,4359,honda,cr-v,2wd,2.4,2010,Auto,90000000
933113,141262,292175,4279,4387,isuzu,panther,icken,2.5,2014,Auto,150000000
940933,141283,296227,5033,5141,honda,hr-v,s,1.5,2015,Auto,169500000
932549,141258,290454,2625,2698,toyota,avanza,e,1.3,2015,Manual,88500000
938017,141273,294325,3362,3456,mercedes-benz,cla,200,1.6,2014,Auto,390000000
948903,141298,299286,4769,4877,toyota,avanza,g,1.3,2015,Auto,109500000
930671,141255,290431,5239,5347,isuzu,panther,grand touring,2.5,2014,Auto,150000000
942685,141281,295761,2625,2698,daihatsu,xenia,r sporty,1.3,2008,Auto,55000000
937754,141272,293944,615,612,bmw,x3,xdrive20i xline,2,2012,Auto,145000000
913323,141254,290102,4320,4428,honda,cr-v,2wd,2.4,2010,Auto,150000000
563709,141298,299316,4696,4804,toyota,sienta,g,1.5,2019,Manual,150000000
923802,141273,294113,4591,4699,mitsubishi,outlander sport,px,2,2015,Auto,220000000
942427,141282,295980,4276,4384,volkswagen,tiguan,tsi,1.4,2015,Auto,130000000
923911,141254,290247,4356,4464,honda,jazz,rs,1.5,2019,Auto,135500000
948831,141298,299261,4471,4579,toyota,calya,g,1.2,2018,Manual,128000000
947458,141292,298231,4786,4894,toyota,fortuner,g lux,2.7,2011,Auto,130000000
936194,141269,293346,3590,3698,nissan,evalia,st,1.5,2007,Auto,48000000
931300,141260,291684,4605,4713,honda,hr-v,e,1.5,2020,Auto,270000000
927739,141248,288825,684,693,honda,city,vtec,1.5,2011,Manual,50000000
946373,141291,298085,3590,3698,mitsubishi,pajero sport,dakar,2.5,2013,Auto,225000000
928790,141251,289679,2545,2616,nissan,grand livina,xv,1.5,2012,Manual,45500000
926387,141278,295171,4131,4239,daihatsu,xenia,x,1.3,2014,Manual,85000000
926424,141258,291240,3362,3456,toyota,alphard,g,2.5,2017,Auto,700000000
922061,141268,295200,4276,4384,mazda,2,r skyactiv,1.5,2016,Auto,85000000
936340,141269,293345,5336,5444,honda,mobilio,e,1.5,2016,Auto,119000000
948561,141298,299300,4678,4786,mazda,biante,skyactiv,2,2017,Auto,200000000
940684,141285,296630,4251,4359,wuling,confero,s act lux,1.5,2019,Manual,70000000
927944,141250,289404,3660,3768,mitsubishi,pajero,dakar ultimate 4x2,2.4,2018,Auto,360000000
931416,141270,293609,4351,4459,toyota,yaris,s ltd,1.5,2014,Auto,155000000
940592,141285,296759,4251,4359,nissan,serena,highway star,2,2015,Auto,158000000
938008,141283,296250,4997,5105,mercedes-benz,c,180,2,2017,Auto,500000000
942161,141300,299693,4410,4518,toyota,kijang innova,g-n140,2,2021,Manual,250000000
935473,141268,293106,4270,4378,toyota,kijang innova,v lux,2,2009,Auto,110000000
942206,141283,296186,5481,5589,toyota,kijang innova,g-n140,2,2015,Auto,600000000
932828,141260,291688,1662,1711,nissan,evalia,xv,1.5,2011,Manual,76000000
928956,141268,293167,3554,3662,toyota,yaris,s,1.5,2015,Auto,110000000
940606,141279,295411,5628,5736,suzuki,ignis,gl,1.2,2018,Manual,85000000
941708,141290,297812,431,417,subaru,xv,i (awd),2,2013,Auto,90000000
927053,141256,290607,3590,3698,suzuki,ertiga,gx,1.4,2013,Manual,80000000
929796,141254,290091,2625,2698,mitsubishi,pajero sport,dakar,2.5,2013,Auto,210000000
947604,141296,298650,5244,5352,bmw,x1,sdrive18i,1.5,2017,Auto,375000000
928790,141251,289679,5278,5386,toyota,kijang innova,g,2,2012,Manual,130000000
940592,141282,295977,3647,3755,nissan,serena,panoramic,2,2015,Auto,158000000
931805,141259,291338,1580,1629,honda,brio,satya e,1.2,2017,Auto,99500000
946440,141289,297564,4786,4894,toyota,vellfire,z,2.4,2001,Auto,190000000
942161,141300,299693,5441,5549,toyota,kijang innova,g,2,2021,Manual,250000000
936716,141285,296577,397,385,mitsubishi,outlander sport,px,2,2012,Auto,130000000
949769,141298,299104,4471,4579,toyota,fortuner,g,2.5,2012,Auto,210000000
927100,141263,292332,3362,3456,bmw,x1,sdrive18i,1.5,2020,Auto,500000000
944902,141288,297283,4279,4387,toyota,vellfire,z,2.4,2013,Auto,360000000
935677,141279,295552,4296,4404,daihatsu,xenia,r dlx,1.3,2019,Manual,105000000
933939,141263,292288,5222,5330,mitsubishi,outlander sport,px,2,2014,Auto,135000000
946661,141289,297530,5059,5145,volkswagen,tiguan,tsi,1.4,2019,Auto,410000000
945360,141249,289186,5406,5514,toyota,calya,g,1.2,2019,Auto,140000000
945597,141288,297392,3942,4050,honda,brio,satya e,1.2,2017,Auto,103000000
932331,141265,292686,1473,1522,honda,jazz,i-dsi,1.5,2006,Auto,80000000
923060,141256,290641,1209,1258,toyota,limo,no variant,1.5,2014,Manual,140000000
949687,141298,299212,4900,5008,toyota,avanza,g,1.3,2015,Manual,89000000
810802,141297,298859,4697,4805,kia,picanto,no variant,1.2,2012,Auto,60000000
932555,141269,293317,4231,4339,mitsubishi,pajero,hpe 4x4,2.5,2011,Auto,195000000
943532,141292,298284,5142,5250,mazda,cx-5,touring,2.5,2015,Auto,113500000
947605,141291,297990,4229,4337,toyota,kijang innova,g,2.5,2013,Auto,170000000
945606,141291,298016,1735,1784,toyota,avanza,g,1.3,2013,Manual,99000000
931306,141259,291284,1101,1149,subaru,xv,i (awd),2,2013,Auto,90000000
942161,141300,299693,4410,4518,toyota,kijang innova,e,2,2021,Manual,250000000
931012,141262,292176,4697,4805,daihatsu,gran max,d minibus,1.3,2012,Manual,35000000
937754,141272,293944,1034,1060,bmw,x3,xdrive20i xline,2,2012,Auto,145000000
